Symbol,Description,"Relative volume, 1 day","Price change %, 1 day","Performance %, 1 week","Performance %, 1 month","Performance %, 3 months","Performance %, 6 months","Performance %, 1 year","Performance %, All Time",Industry,Price,Price - Currency,"High, 52 weeks","High, 52 weeks - Currency","Simple moving average, 50, 1 day","Simple moving average, 200, 1 day","Exponential moving average, 20, 1 day"
CRAFTSMAN,Craftsman Automation Ltd.,0.4366282132523038,1.5864527629233511,4.10083112613024,10.660194174757281,23.884571490679853,50.17127799736495,60.76163610719323,738.7049300956586,Trucks/Construction/Farm machinery,11398,INR,11539,INR,10008.779999999995,8309.505000000001,10764.36547145676
PSPPROJECT,PSP Projects Ltd,1.5009800685317667,1.5720169383374851,-3.0454042081949058,-7.32507674393988,-3.573985351616283,23.64945978391357,19.94793807370873,360.7894736842105,Engineering & construction,875.5,INR,1143,INR,978.2170000000011,844.7602499999994,907.019479892847
DRAGARWQ,Dr. Agarwal'S Eye Hospital Limited,0.7838948233360723,1.5639632890054318,3.690601395926953,4.863662734480758,7.589285714285714,15.372340425531915,15.372340425531915,15.372340425531915,Medical/Nursing services,5422.5,INR,6059.7,INR,5155.273999999998,,5295.911028220392
SUNDARMFIN,Sundaram Finance Limited,0.38177901228315536,1.544342507645256,0.2544803640363213,-3.5319263732387025,13.134582623509367,-16.517913262099313,3.3044444444444405,12724,Finance/Rental/Leasing,4648.7,INR,5642,INR,4549.14,4790.777500000002,4559.947045658688
RBLBANK,RBL Bank Ltd.,2.023901755597923,1.5314873805439844,7.707304393033542,8.298484056455829,16.455874086565487,33.87722132471729,52.502760397497255,51.112321257756335,Major banks,414.35,INR,417.05,INR,377.42100000000005,333.6192499999998,388.4938246109534
RVNL,Rail Vikas Nigam Ltd.,1.5195215599073857,1.524128045867175,-2.078341013824881,-8.685002148689291,-10.34933760864062,-23.906893464637417,-36.37071417876927,1018.3684210526316,Engineering & construction,212.49,INR,400.7,INR,225.79360000000014,279.4812999999993,218.26621351908838
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,0.5667743790483363,1.523822198562689,0.5602425520696018,-2.5111821086261954,5.148173673328742,-6.110769230769229,-13.753533069530807,165.33913043478262,Finance/Rental/Leasing,1525.7,INR,2064,INR,1577.1460000000013,1650.138000000002,1534.6274410498695
IMAGICAA,Imagicaaworld Entertainment Ltd.,0.4371051642505802,1.5215398716773703,-7.7461269365317325,13.716632443531827,24.53339329885317,34.352256186317334,-3.6702035136545477,-65.8569667077682,Movies/Entertainment,55.38,INR,62,INR,48.898799999999994,46.91475000000005,52.20189200788167
PGEL,PG Electroplast Limited,1.052534635638658,1.516519227297342,-5.65436241610739,-8.946643996437537,13.504238998788855,-7.8196721311475486,-1.88448787297157,2515.348837209302,Electronic production equipment,562.3,INR,644.4,INR,591.3689999999998,558.3172500000002,585.8327583137955
ITI,ITI Limited,1.961180574993151,1.5086608306947333,-1.2502264903062108,-4.015498414934829,-10.006605019815062,5.5996899825615145,-14.281220509594208,2311.504424778761,Major telecommunications,272.5,INR,372.85,INR,282.3,289.3708500000002,275.7397283542515
RELIANCE,Reliance Industries Limited,1.1393038275962544,1.4971209213051824,2.887384232235964,2.2428460943542152,1.3415101571483328,-5.334765485141425,-3.630266802740921,8182.092329844096,Oil refining/Marketing,1322,INR,1611.8,INR,1303.107999999998,1391.0660000000012,1306.0064642394834
ARDEE,Ardee Industries Limited,0.3904261121463889,1.4952589350838679,-7.171447631754511,-22.69444444444445,-22.69444444444445,-22.69444444444445,-22.69444444444445,-22.69444444444445,Other metals/Minerals,55.66,INR,73.19,INR,,,
E2E,E2E Networks Ltd,1.0624910999959483,1.493166863505974,-4.818037974683551,4.799651567944243,32.821814970192094,160.42252911381442,114.89300896652733,4300.512070226774,Information technology services,601.55,INR,698,INR,524.0790000000001,333.23,602.4451181892031
SOLARA,Solara Active Pharma Sciences Ltd.,0.9213223850905615,1.4765420338175683,4.2659053833605185,21.98683080446606,16.4207650273224,36.862955032119906,-5.730088495575225,161.69510790035483,Pharmaceuticals: major,639.15,INR,712,INR,561.4089999999999,531.4777499999999,599.1733518168359
METROBRAND,Metro Brands Ltd.,1.2094839130794526,1.4743624747447168,1.5242569930069856,-7.085000000000002,-9.80877499514658,-6.203311124570972,-23.210743801652896,112.62013729977117,Apparel/Footwear retail,929.15,INR,1340.4,INR,993.3920000000008,1038.343749999999,937.8096691936981
APOLLO,Apollo Micro Systems Ltd.,0.98927230362499,1.4742335290280435,0.3095176683002292,-3.005362264621527,-7.8436018957346025,79.79657882570501,28.77483443708609,736.3440860215054,Electronic production equipment,388.9,INR,466.5,INR,396.18,306.6711500000002,387.4626343264232
MPSLTD,MPS Limited,0.726682063420571,1.4614973670151945,-0.04886850612734859,-2.9244249726177403,49.208754208754215,86.60256860130535,17.921766897285785,3393.955413770182,Publishing: books/magazines,2658.9,INR,2979,INR,2488.2059999999988,1961.5349999999983,2691.062045215627
LICHSGFIN,LIC Housing Finance Ltd,1.6588704486930415,1.4530685920577535,4.860074626865663,9.220753983676628,2.9395604395604313,8.086538461538453,-0.4251926654265375,7546.938775510203,Finance/Rental/Leasing,562.05,INR,598.2,INR,531.191,533.065,527.9834753626982
INDOTECH,Indo Tech Transformers Ltd.,0.37540938523463085,1.451242141413025,-1.7408798283261826,3.0118110236220446,29.98935415188076,162.36212576994697,98.00540540540541,2613.4074074074074,Electrical products,3663.1,INR,4030,INR,3500.038000000001,2234.4780000000032,3660.2311246429276
KDDL,KDDL Limited,0.3279569892473115,1.444764350374804,-0.962268928842745,4.293333333333333,32.12391473261039,61.9595825741262,59.95910020449898,1842.7132574563257,Other consumer specialties,3911,INR,4155.5,INR,3534.6179999999963,2715.1734999999976,3842.454798743271
VIDHIING,Vidhi Specialty Food Ingredients Ltd,0.1913010374036357,1.4439906651108483,-1.3894796540479164,5.108055009823175,18.362831858407077,15.3590976944767,-9.909326424870466,461.7931967110437,Food: specialty/candy,347.75,INR,387.9,INR,315.7279999999992,314.2432500000005,336.44466012393406
WHIRLPOOL,Whirlpool Of India Limited,0.24305388362565356,1.4358528095474974,-2.2814371257484973,-0.9829500637097154,0.7407864683005123,-10.33516483516483,-41.298561151079134,518.1439393939394,Electronics/Appliances,815.95,INR,1437,INR,792.0850000000019,864.3270000000016,795.7435487236888
VINYAS,Vinyas Innovative Technologies Limited,0.3839541547277937,1.4178400702416152,0.6681730148482834,25.75403225806451,29.945833333333326,57.510101010101,27.81033564198188,372.530303030303,Electronic production equipment,1559.35,INR,1730,INR,1393.9029999999998,1177.9327499999993,1493.9249119212075
COCKERILL,John Cockerill India Limited,0.7124858258787955,1.4047029702970297,1.135592174288712,-9.404024767801857,-10.443764345830145,57.50672818146867,57.50672818146867,57.50672818146867,Steel,8193.5,INR,10871.5,INR,8815.62,,8335.990505178212
TRAVELFOOD,Travel Food Services Limited,0.6493971146609478,1.4001877346683245,-2.753188297074272,-5.192715570833029,0.7226107226107191,9.865242817187884,0.12358075229782259,15.226666666666663,Restaurants,1296.3,INR,1470.9,INR,1319.8819999999998,1243.3355000000001,1309.4954014648215
ERIS,Eris Lifesciences Ltd,0.9407157557740682,1.3962408899117795,0.8931297709923699,-4.432393347794646,-3.876363636363633,-3.172161172161169,-26.281443471470805,116.31751227495909,Pharmaceuticals: major,1321.7,INR,1745,INR,1386.2160000000015,1417.4820000000004,1330.5888982603324
RELTD,Ravindra Energy Ltd.,0.784481871288899,1.394910461828463,-1.603658536585363,-4.514792899408281,17.853197365873378,19.807133447557806,9.328978044986139,80.08391464481242,Alternative power generation,161.37,INR,196.45,INR,167.95440000000005,148.45842811210005,160.89631518215552
ADANIGREEN,Adani Green Energy Limited,0.4075355658956038,1.3947327411562929,-1.4017275344749205,-7.0500000000000025,-9.063591893780576,47.94224647567075,37.79119017365523,4237.666666666667,Alternative power generation,1301.3,INR,1631.5,INR,1406.829999999999,1173.3549999999989,1316.2312837559944
SPANDANA,Spandana Sphoorty Financial Limited,0.7176100430195873,1.3910028750211365,-1.2518015235742195,-7.194272445820425,-6.761275272161737,-1.596224866639305,-11.181481481481482,-69.43479284396118,Finance/Rental/Leasing,239.81,INR,319.4,INR,266.3422,251.92585000000005,245.17246760097598
NEWGEN,Newgen Software Technologies Limited,1.1857484722192728,1.3812421520332228,0.019058509624530026,-6.751954513148544,8.407353852509798,11.659574468085097,-42.00464139683943,313.06570590060187,Packaged software,524.8,INR,1041.95,INR,527.3650000000001,578.6197499999995,530.709559040944
MANORAMA,Manorama Industries Ltd.,2.0158870296862217,1.3782230585363442,4.998683170924418,22.905234601393428,36.487504279356386,45.85497914685008,44.66942448653748,896.6501674916254,Food: specialty/candy,1993.4,INR,2043,INR,1698.126,1454.549500000001,1846.099058453126
RSYSTEMS,R Systems International Limited,0.9706341970371526,1.377454084863845,7.5005246589716705,-9.625970359915305,0.4589135124534285,-0.9015283420390731,-46.641666666666666,798.6666666666666,Information technology services,256.12,INR,472.9,INR,246.08380000000022,303.57675000000086,247.9201001539839
PAYTM,One 97 Communications Ltd.,1.3506461416855549,1.3744654856444716,-1.513353115727003,17.19632768361582,56.70443814919736,58.183204651606154,28.04783950617284,-14.897435897435898,Finance/Rental/Leasing,1659.5,INR,1732.3,INR,1437.404,1236.0714999999996,1603.8224262213637
LAOPALA,La Opala RG Ltd.,0.397729392275121,1.3698630136986267,2.348302042257671,-9.42708333333333,-0.5717552887364208,-10.221992772328335,-31.332675222112535,3991.764705882353,Home furnishings,173.9,INR,262,INR,183.01180000000005,189.39960000000025,177.6580736079316
STYLEBAAZA,Baazar Style Retail Limited,0.31036908783473466,1.3676079523869766,-1.416256157635468,44.33826181031373,18.71570517573781,38.97569444444444,15.88013896931095,2.892030848329049,Apparel/Footwear retail,400.25,INR,447.1,INR,331.8059999999999,317.79175000000004,383.2422042851684
